text	label
its body humor and reinforcement 	1
viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess . 	0
makes up for it with a pleasing verisimilitude . 	1
'm afraid . 	0
patience , respect and affection 	1
is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run . 	0
the film itself is small and shriveled 	0
entertaining and , ultimately , more perceptive moment 	1
with originality , humor and pathos 	1
a bland , pretentious mess . 	0
of mixed messages , over-blown drama and bruce willis 	0
motherhood 	1
sick sense 	0
director juan jose campanella 	1
, delicately performed 	1
both gentle and biting 	1
the bad sound 	0
deserves a place of honor next to nanook 	1
starts off witty and sophisticated and you want to love it -- 	1
kurys ' direction is clever and insightful 	1
committed dumbness 	0
's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere . 	0
bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy 	1
troubling 	0
laced 	0
will leave fans clamoring for another ride 	1
ever spill from a projector 's lens 	0
was ushered in by the full monty and is still straining to produce another smash 	0
a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism . 	1
a self-hatred instilled 	0
anyone in his right mind would want to see the it 	1
found a cult favorite 	1
are once again made all too clear in this schlocky horror/action hybrid . 	0
's the brilliant surfing photography bringing you right inside the massive waves that lifts blue crush into one of the summer 's most pleasurable movies 	1
is leguizamo 's best movie work so far , a subtle and richly internalized performance 	1
film legacy 	1
most poorly staged and 	0
honest and loving one 	1
pique your interest , your imagination , your empathy or anything , 	1
improves on it , 	1
into rules expecting a slice of american pie hijinks starring the kid from dawson 's creek 	0
be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality 	1
takes advantage of the fact 	1
owes enormous debts to aliens and every previous dragon drama 	1
's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke 	1
hooting 	0
stimulate 	1
the atmosphere of the crime expertly 	1
stupid and annoying 	0
albeit a visually compelling one 	1
the film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation . 	1
even while his characters are acting horribly 	0
the charm of the first movie is still there 	1
undercut by its awkward structure and a final veering toward melodrama 	0
wickedly funny , visually engrossing , 	1
a puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks 	0
scarily funny 	1
big-fisted 	1
the byplay and bickering between the now spy-savvy siblings , carmen ( vega ) and juni ( sabara ) cortez , anchor the film in a very real and amusing give-and-take . 	1
's understanding of the expressive power of the camera . 	1
making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work 	1
a cinematic fluidity and sense of intelligence 	1
stylish but steady , and ultimately very satisfying , 	1
posing as a real movie . 	0
its lack of logic and misuse of two fine actors , morgan freeman and ashley judd 	0
you 're too interested to care . 	1
turntablism 	1
might turn on many people to opera , in general 	1
a sweetness , clarity and emotional openness 	1
an amusing and unexpectedly insightful examination 	1
possibly the best actor 	1
's always these rehashes to feed to the younger generations 	1
a loud , ugly , irritating movie 	0
a remake ) do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic 	0
shines through every frame 	1
is surprisingly refreshing 	1
how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? '' 	0
squashed 	0
an interesting story of pointed personalities , courage , tragedy and the little guys 	1
hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone 	0
a beautifully sung holiday carol 	1
a stiflingly unfunny and unoriginal mess 	0
a low-budget hybrid of scarface or carlito 's way 	0
is funny , charming and quirky in her feature film acting debut as amy 	1
of the most entertaining bonds in years 	1
ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies 	0
described as sci-fi generic 	0
be a total washout 	0
as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses . 	0
trading in his cynicism for reverence and a little wit 	1
make you reach for the tissues 	1
but the movie has a tougher time balancing its violence with kafka-inspired philosophy 	0
is a clever and cutting , quick and dirty look at modern living and movie life . 	1
nothing about the film -- with the possible exception of elizabeth hurley 's breasts -- 	0
abbass 's understated 	1
its surprises limp 	0
... olivier assayas has fashioned an absorbing look at provincial bourgeois french society . 	1
is heartfelt and hilarious in ways you ca n't fake . 	1
could make you weep 	0
it works superbly here 	1
at best 	1
, frightening war scenes 	0
calm and thoughtful 	1
sleeper 	0
lax and limp 	0
but the talented cast alone will keep you watching , as will the fight scenes . 	1
the funniest person in the film , which gives you an idea just how bad it was 	0
delivering a more than satisfactory amount of carnage 	1
labute continues to improve . 	1
the country bears ' should never have been brought out of hibernation 	0
